﻿Stedtype;StedID;Stedtekst;GeoZone;x-koordinat;y-koordinat;Kommune;Region;Medie;Vandområde;Dato;Måling nr;Undersøgelsestype;Teknisk anvisning;Dataejer;Link;Naturtype 3260 tilstede;Strækning nummer;Transekt-start, GeoZone;Transekt-start, x-koordinat;Transekt-start, y-koordinat;Transekt-slut, GeoZone;Transekt-slut, x-koordinat;Transekt-slut, y-koordinat;Transektundersøgelse;Kvadrat nummer;Dybde (cm);Arts tom;Taxonkode;Artkode;Art latin;Art;Dækningsgrad;Kvalitetsmærke,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;8;;Nej;2900500040230;6489;Potamogeton crispus x praelongus;Kruset x langbladet vandaks;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;2;17;;Ja;;;;;;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;11;;Nej;2900500030000;6437;Potamogeton;Vandaksslægten;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;11;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;2;4;;Nej;2503500060030;2386;Nuphar lutea;Gul åkande;5 - 76-100%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;22;;Nej;1510010200500;73;Cladophora glomerata;Dusk-vandhår;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;33;;Ja;;;;;;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;4;;Nej;2705550030060;4078;Myriophyllum spicatum;Aks-tusindblad;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;26;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;5;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;20;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;50;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;3;;Nej;2907500060030;7411;Spirodela polyrhiza;Stor andemad;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;47;;Nej;2907650030030;7413;Sparganium erectum s.l.;Grenet pindsvineknop-komplekset;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;10;;Nej;2900500030000;6437;Potamogeton;Vandaksslægten;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;5;20;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;36;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;6;;Nej;2907500030090;7409;Lemna minor;Liden andemad;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;41;;Ja;;;;;;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;6;;Nej;2907500060030;7411;Spirodela polyrhiza;Stor andemad;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;1;;Nej;2320650030150;1096;Equisetum fluviatile;Dynd-padderok;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;30;;Ja;;;;;;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;1;;Nej;2907650030030;7413;Sparganium erectum s.l.;Grenet pindsvineknop-komplekset;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;19;;Nej;2900500040230;6489;Potamogeton crispus x praelongus;Kruset x langbladet vandaks;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;5;42;;Nej;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;22;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;3;;Nej;2900050120030;6409;Alisma plantago-aquatica;Vejbred-skeblad;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;39;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;5;18;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;5 - 76-100%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;5;49;;Nej;2904850630060;6964;Glyceria maxima;Høj sødgræs;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;8;;Nej;2907500030090;7409;Lemna minor;Liden andemad;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;21;;Nej;2705550030060;4078;Myriophyllum spicatum;Aks-tusindblad;4 - 51-75%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;2;;Nej;2320650030150;1096;Equisetum fluviatile;Dynd-padderok;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;2;42;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;5 - 76-100%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;8;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;4 - 51-75%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;2;23;;Ja;;;;;;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;10;;Nej;2907500030090;7409;Lemna minor;Liden andemad;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;4;;Nej;2907500030090;7409;Lemna minor;Liden andemad;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;5;6;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;5 - 76-100%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;6;;Nej;2503500060030;2386;Nuphar lutea;Gul åkande;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;19;;Nej;2502600460000;2325;Batrachium;Vandranunkelslægten;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;46;;Nej;2900100030030;6419;Butomus umbellatus;Brudelys;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;5;41;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;2;;Nej;2907650030030;7413;Sparganium erectum s.l.;Grenet pindsvineknop-komplekset;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;18;;Nej;2900500040230;6489;Potamogeton crispus x praelongus;Kruset x langbladet vandaks;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;5;44;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;10;;Nej;2900200030030;6423;Hydrocharis morsus-ranae;Frøbid;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;9;;Nej;2900200090030;6427;Elodea canadensis;Vandpest;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;20;;Nej;2705550030060;4078;Myriophyllum spicatum;Aks-tusindblad;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;16;;Nej;1510010200500;73;Cladophora glomerata;Dusk-vandhår;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;33;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;4 - 51-75%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;23;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;1;11;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;3 - 26-50%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;13;;Nej;2900200090030;6427;Elodea canadensis;Vandpest;1 - 1-5%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;4;54;;Nej;2907650030030;7413;Sparganium erectum s.l.;Grenet pindsvineknop-komplekset;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;5;41;;Nej;2900500040380;6495;Stuckenia pectinata;Børstebladet vandaks;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;2;52;;Nej;2904860740030;7257;Phalaris arundinacea;Rørgræs;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;39;;Nej;2900500030630;6466;Potamogeton perfoliatus;Hjertebladet vandaks;4 - 51-75%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;6;39;;Nej;2907650030090;7419;Sparganium emersum;Enkelt pindsvineknop;2 - 6-25%;1,
Station;21001664;GUDENÅ, ÅBRO;32;553359;6249451;Randers;Region Midtjylland;Vandløb;Gudenåen;09-09-2025;1;Vegetation, Vandløb;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/d648f8da-01ec-446c-bf9f-2a8f6fa33c57;;1;32;553489,5909050977;6249356,337617217;32;553409,6376145564;6249418,537640412;3;46;;Nej;2907500060030;7411;Spirodela polyrhiza;Stor andemad;1 - 1-5%;1,
